Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development
Heritage Promotion & Education,Heritage Promotion & Education
Housing Improvement Loans & Grants,Housing Improvement Loans & Grants
Housing Policy & Partnerships,Housing Policy & Partnerships
IT-Business IT Solutions,IT-Business IT Solutions
IT-Computer & Communications Technology Infrastructure,IT-Computer & Communications Technology Infrastructure
IT-Enterprise IT Planning & Client Services,IT-Enterprise IT Planning & Client Services
Infectious Diseases,Infectious Diseases
Library Collections Access & Borrowing,Library Collections Access & Borrowing
Library In-Branch & Virtual Services,Library In-Branch & Virtual Services
"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement"
Long Term Care Homes,Long Term Care Homes
"MS-Animal Care, Control & Sheltering","MS-Animal Care, Control & Sheltering"
"MS-Business Licensing, Enforcement, & Permitting","MS-Business Licensing, Enforcement, & Permitting"
MS-By-Law Enforcement,MS-By-Law Enforcement
"MS-Property Standards, Inspection & Compliance","MS-Property Standards, Inspection & Compliance"
New Affordable Housing Development,New Affordable Housing Development
Off-Street Parking,Off-Street Parking
On-Street Parking,On-Street Parking
Organizational Effectiveness,Organizational Effectiveness
PA-Emergency Management,PA-Emergency Management
PA-Financial Management,PA-Financial Management
PA-Program Support,PA-Program Support
PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution
PMM-Purchasing,PMM-Purchasing
PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation
PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans
PPEB-Payroll,PPEB-Payroll
PR-Community Recreation,PR-Community Recreation
PR-Parks,PR-Parks
PR-Urban Forestry,PR-Urban Forestry
Prosecution,Prosecution
Public Health Foundations,Public Health Foundations
Public Space - Community Access,Public Space - Community Access
RS-Parking Ticket,RS-Parking Ticket
RS-Property Tax Billing,RS-Property Tax Billing
RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection
"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services"
RS-Utility Billing,RS-Utility Billing
SS-Employment Services,SS-Employment Services
SS-Financial Supports,SS-Financial Supports
SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning
SW-City Beautification,SW-City Beautification
SW-Residual Management,SW-Residual Management
SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer
SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement
SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport
Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development
Solicitor,Solicitor
Special Levy for Scarborough Subway,Special Levy for Scarborough Subway
Special Levy for Scarborough Subway (Reserve Contribution),Special Levy for Scarborough Subway (Reserve Contribution)
TO-311 Development,TO-311 Development
TO-311 Information & Business Processing,TO-311 Information & Business Processing
TP-Permits & Applications,TP-Permits & Applications
TP-Road & Sidewalk Management,TP-Road & Sidewalk Management
TP-Transportation Safety & Operations,TP-Transportation Safety & Operations
TW-Stormwater Management,TW-Stormwater Management
TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment
TW-Water Treatment & Supply,TW-Water Treatment & Supply
Theatrical & Other Cultural Events,Theatrical & Other Cultural Events
Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight
Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service
Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service
WT-Engineering Information,WT-Engineering Information
WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance
WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction
Yd-Public Square And Event Venue,Yd-Public Square And Event Venue
Zoo Conservation & Science,Zoo Conservation & Science
Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships
Zoo Visitor Services,Zoo Visitor Services
